Image Name,Original name,Stimtype,Task,Sim_Category,Sim_Score,Valence_Category,Valence_Score,Arousal_Category,Arousal_Score,MEMORABILITY,ABBA Encoding Valence score,VALENCE_OVERALL,OVERALL_VALENCE_CATEGORY,Set
1042_B_H,318E.jpg,Lure,Retrieval,High Similarity,5.194580078,Negative,2.089564732,Somewhat arousing,5.508822737,0.801841855,,2.623681223,Negative,A
1046_A_L,327D.jpg,Baseline Lure,Encoding,Low Similarity,4.537109375,Negative,3.772670201,Somewhat arousing,4.755859375,0.882402718,4.044535024,3.953999632,Negative,B
1046_B_L,327F.jpg,Lure,Retrieval,Low Similarity,4.537109375,Negative,3.772670201,Somewhat arousing,4.755859375,0.834019899,,3.953999632,Negative,B
1049_A_H,336A.jpg,Baseline Lure,Encoding,High Similarity,4.735351563,Negative,3.763382523,Somewhat arousing,5.231007543,0.875457764,4.171995563,4.05237555,Neutral,A
1049_B_H,336B.jpg,Lure,Retrieval,High Similarity,4.735351563,Negative,3.763382523,Somewhat arousing,5.231007543,0.753347218,,4.05237555,Neutral,A
1054_A_L,343A.jpg,Baseline Lure,Encoding,High Similarity,5.039028825,Negative,2.557091346,Somewhat arousing,5.980940194,0.867986619,3.286815068,3.119836788,Negative,A
1054_B_L,343B.jpg,Lure,Retrieval,High Similarity,5.039028825,Negative,2.557091346,Somewhat arousing,5.980940194,0.860762,,3.119836788,Negative,A
1057_A_H,355A.jpg,Baseline Lure,Encoding,High Similarity,4.797329607,Negative,2.354795259,Somewhat arousing,5.38591056,0.604370177,2.997907154,2.808814937,Negative,A
1057_B_H,355B.jpg,Lure,Retrieval,High Similarity,4.797329607,Negative,2.354795259,Somewhat arousing,5.38591056,0.628285408,,2.808814937,Negative,A
1059_A_H,357A.jpg,Baseline Lure,Encoding,High Similarity,5.414331897,Negative,3.025739397,Somewhat arousing,5.209792565,0.931110144,3.540329392,3.383094201,Negative,B
1059_B_H,357B.jpg,Lure,Retrieval,High Similarity,5.414331897,Negative,3.025739397,Somewhat arousing,5.209792565,0.920680165,,3.383094201,Negative,B
1060_A_L,367A.jpg,Baseline Lure,Encoding,Low Similarity,4.548095703,Negative,2.829644097,Somewhat arousing,5.505926724,0.767931402,3.157558029,3.095681849,Negative,A
1060_B_L,367B.jpg,Lure,Retrieval,Low Similarity,4.548095703,Negative,2.829644097,Somewhat arousing,5.505926724,0.908187091,,3.095681849,Negative,A
2005_A_H,114D.jpg,Baseline Lure,Encoding,High Similarity,4.713378906,Neutral,5.286096644,Somewhat arousing,3.602303341,0.747053683,5.58675733,5.525897707,Neutral,A
2005_B_H,114E.jpg,Lure,Retrieval,High Similarity,4.713378906,Neutral,5.286096644,Somewhat arousing,3.602303341,0.750119746,,5.525897707,Neutral,A
2007_A_L,129D.jpg,Baseline Lure,Encoding,Low Similarity,4.088675363,Neutral,5.531475361,Somewhat arousing,3.835331358,0.742851853,6.150797144,5.978412598,Neutral,B
2007_B_L,129E.jpg,Lure,Retrieval,Low Similarity,4.088675363,Neutral,5.531475361,Somewhat arousing,3.835331358,0.765883386,,5.978412598,Neutral,B
2008_A_H,133A.jpg,Baseline Lure,Encoding,High Similarity,4.689697266,Neutral,5.91325431,Somewhat arousing,3.430428341,0.85604918,6.256296296,6.159562533,Positive,B
2008_B_H,133B.jpg,Lure,Retrieval,High Similarity,4.689697266,Neutral,5.91325431,Somewhat arousing,3.430428341,0.899868488,,6.159562533,Positive,B
2009_A_L,145A.jpg,Baseline Lure,Encoding,Low Similarity,3.404465248,Neutral,5.672293527,Somewhat arousing,4.246161099,0.732944548,5.862847222,5.817979601,Neutral,B
2009_B_L,145B.jpg,Lure,Retrieval,Low Similarity,3.404465248,Neutral,5.672293527,Somewhat arousing,4.246161099,0.804417133,,5.817979601,Neutral,B
2010_A_L,158A.jpg,Baseline Lure,Encoding,Low Similarity,4.571777344,Neutral,5.521955819,Somewhat arousing,3.797750539,0.886885643,5.327329282,5.388381119,Neutral,A
2010_B_L,158B.jpg,Lure,Retrieval,Low Similarity,4.571777344,Neutral,5.521955819,Somewhat arousing,3.797750539,0.805564642,,5.388381119,Neutral,A
2012_A_L,20021a.jpg,Baseline Lure,Encoding,Low Similarity,4.57421875,Neutral,5.50037493,Not arousing,2.396519252,0.875382662,5.867104262,5.755339132,Neutral,A
2012_B_L,20021b.jpg,Lure,Retrieval,Low Similarity,4.57421875,Neutral,5.50037493,Not arousing,2.396519252,0.919255972,,5.755339132,Neutral,A
2013_A_L,20023d.jpg,Baseline Lure,Encoding,Low Similarity,4.50987773,Neutral,5.440909249,Not arousing,2.515101842,0.776164293,5.502402017,5.483661364,Neutral,A
2013_B_L,20023e.jpg,Lure,Retrieval,Low Similarity,4.50987773,Neutral,5.440909249,Not arousing,2.515101842,0.875672579,,5.483661364,Neutral,A
2016_A_L,20026a.jpg,Baseline Lure,Encoding,Low Similarity,4.293485369,Neutral,4.205086844,Not arousing,2.856323242,0.51834029,4.482734018,4.398117737,Neutral,A
2016_B_L,20026b.jpg,Lure,Retrieval,Low Similarity,4.293485369,Neutral,4.205086844,Not arousing,2.856323242,0.571114004,,4.398117737,Neutral,A
2023_A_H,20036d.jpg,Baseline Lure,Encoding,High Similarity,4.670597621,Neutral,5.93062356,Not arousing,2.941685268,0.826066613,6.172065259,6.10009706,Positive,B
2023_B_H,20036e.jpg,Lure,Retrieval,High Similarity,4.670597621,Neutral,5.93062356,Not arousing,2.941685268,0.686100423,,6.10009706,Positive,B
20019a.jpg,20019a.jpg,Baseline Lure,Encoding,Low Similarity,4.074550084,Neutral,5.210732887,Not arousing,2.405011858,0.883,,,,B
20019c.jpg,20019c.jpg,Lure,Retrieval,Low Similarity,4.074550084,Neutral,6.210732887,Not arousing,3.405011858,0.751,,,,B
2035_A_L,203D.jpg,Baseline Lure,Encoding,Low Similarity,4.532836914,Neutral,4.505320582,Not arousing,2.265490302,0.862667739,5.14353482,4.96099069,Neutral,B
2035_B_L,203E.jpg,Lure,Retrieval,Low Similarity,4.532836914,Neutral,4.505320582,Not arousing,2.265490302,0.847250283,,4.96099069,Neutral,B
2036_A_L,204D.jpg,Baseline Lure,Encoding,Low Similarity,4.373779297,Neutral,5.241446659,Not arousing,2.635102371,0.916329503,5.698943662,5.561963848,Neutral,A
2036_B_L,204E.jpg,Lure,Retrieval,Low Similarity,4.373779297,Neutral,5.241446659,Not arousing,2.635102371,0.877383471,,5.561963848,Neutral,A
2037_A_L,205D.jpg,Baseline Lure,Encoding,Low Similarity,4.273873465,Neutral,5.435836227,Somewhat arousing,4.351023707,0.756445646,5.947893206,5.805353435,Neutral,B
2037_B_L,205F.jpg,Lure,Retrieval,Low Similarity,4.273873465,Neutral,5.435836227,Somewhat arousing,4.351023707,0.775499046,,5.805353435,Neutral,B
2038_A_L,207D.jpg,Baseline Lure,Encoding,Low Similarity,4.262156519,Neutral,5.423270089,Somewhat arousing,3.167025862,0.919868052,5.350624062,5.375834669,Neutral,A
2038_B_L,207F.jpg,Lure,Retrieval,Low Similarity,4.262156519,Neutral,5.423270089,Somewhat arousing,3.167025862,0.759138107,,5.375834669,Neutral,A
2039_A_H,209D.jpg,Baseline Lure,Encoding,High Similarity,5.542632004,Neutral,4.551307091,Somewhat arousing,3.038995151,0.794303596,4.798880086,4.730821672,Neutral,B
2039_B_H,209E.jpg,Lure,Retrieval,High Similarity,5.542632004,Neutral,4.551307091,Somewhat arousing,3.038995151,0.869806588,,4.730821672,Neutral,B
2040_A_H,212D.jpg,Baseline Lure,Encoding,High Similarity,4.762728987,Neutral,5.933175223,Somewhat arousing,4.346376616,0.892261803,6.651768956,6.462218717,Positive,A
2040_B_H,212E.jpg,Lure,Retrieval,High Similarity,4.762728987,Neutral,5.933175223,Somewhat arousing,4.346376616,0.907687485,,6.462218717,Positive,A
2041_A_L,213D.jpg,Baseline Lure,Encoding,Low Similarity,4.537951239,Neutral,5.318080357,Somewhat arousing,3.420898438,0.849060476,5.63375,5.538523065,Neutral,A
2041_B_L,213E.jpg,Lure,Retrieval,Low Similarity,4.537951239,Neutral,5.318080357,Somewhat arousing,3.420898438,0.935084462,,5.538523065,Neutral,A
2042_A_L,215D.jpg,Baseline Lure,Encoding,Low Similarity,3.790213449,Neutral,4.455217634,Somewhat arousing,4.923221983,0.780347168,5.692757238,5.343615451,Neutral,B
2042_B_L,215E.jpg,Lure,Retrieval,Low Similarity,3.790213449,Neutral,4.455217634,Somewhat arousing,4.923221983,0.599360526,,5.343615451,Neutral,B
2045_A_L,227D.jpg,Baseline Lure,Encoding,Low Similarity,3.976764547,Neutral,5.691550926,Somewhat arousing,3.618467134,0.928093433,5.989675926,5.905452891,Neutral,A
2045_B_L,227F.jpg,Lure,Retrieval,Low Similarity,3.976764547,Neutral,5.691550926,Somewhat arousing,3.618467134,0.843613207,,5.905452891,Neutral,A
2046_A_H,229D.jpg,Baseline Lure,Encoding,High Similarity,5.097412109,Neutral,5.604593211,Somewhat arousing,3.558324353,0.849906683,6.369125761,6.140595787,Positive,A
2046_B_H,229E.jpg,Lure,Retrieval,High Similarity,5.097412109,Neutral,5.604593211,Somewhat arousing,3.558324353,0.83443588,,6.140595787,Positive,A
2047_A_H,230D.jpg,Baseline Lure,Encoding,High Similarity,4.838867188,Neutral,5.19059806,Not arousing,2.465719289,0.925143957,5.173730023,5.174810948,Neutral,A
2047_B_H,230E.jpg,Lure,Retrieval,High Similarity,4.838867188,Neutral,5.19059806,Not arousing,2.465719289,0.950947881,,5.174810948,Neutral,A
2048_A_H,237A.jpg,Baseline Lure,Encoding,High Similarity,5.191894531,Neutral,4.934430804,Not arousing,1.881465517,0.888189316,5.352335426,5.233121376,Neutral,A
2048_B_H,237B.jpg,Lure,Retrieval,High Similarity,5.191894531,Neutral,4.934430804,Not arousing,1.881465517,0.887362361,,5.233121376,Neutral,A
2050_A_H,245A.jpg,Baseline Lure,Encoding,High Similarity,4.964355469,Neutral,5.144042969,Somewhat arousing,3.357152478,0.825085342,5.310712827,5.256353192,Neutral,A
2050_B_H,245B.jpg,Lure,Retrieval,High Similarity,4.964355469,Neutral,5.144042969,Somewhat arousing,3.357152478,0.912496328,,5.256353192,Neutral,A
2051_A_H,250A.jpg,Baseline Lure,Encoding,High Similarity,4.719970703,Neutral,5.966448103,Somewhat arousing,4.282731681,0.757531345,6.322212158,6.195176592,Positive,B
2051_B_H,250B.jpg,Lure,Retrieval,High Similarity,4.719970703,Neutral,5.966448103,Somewhat arousing,4.282731681,0.691029549,,6.195176592,Positive,B
2052_A_H,253A.jpg,Baseline Lure,Encoding,High Similarity,4.766845703,Neutral,4.497171336,Somewhat arousing,3.096174569,0.875766098,5.260059932,5.055476262,Neutral,B
2052_B_H,253B.jpg,Lure,Retrieval,High Similarity,4.766845703,Neutral,4.497171336,Somewhat arousing,3.096174569,0.868898273,,5.055476262,Neutral,B
2053_A_H,254A.jpg,Baseline Lure,Encoding,High Similarity,4.824951172,Neutral,5.331054688,Somewhat arousing,3.780105065,0.828269124,5.796850548,5.665327318,Neutral,B
2053_B_H,254B.jpg,Lure,Retrieval,High Similarity,4.824951172,Neutral,5.331054688,Somewhat arousing,3.780105065,0.733738542,,5.665327318,Neutral,B
2054_A_H,266A.jpg,Baseline Lure,Encoding,High Similarity,4.947602371,Neutral,5.129983836,Not arousing,2.765355603,0.729615629,5.490813079,5.3977991,Neutral,B
2054_B_H,266B.jpg,Lure,Retrieval,High Similarity,4.947602371,Neutral,5.129983836,Not arousing,2.765355603,0.695467949,,5.3977991,Neutral,B
2055_A_H,30020d.jpg,Baseline Lure,Encoding,High Similarity,4.925265067,Neutral,5.796419271,Somewhat arousing,3.610177176,0.839913726,5.717370624,5.740394502,Neutral,B
2055_B_H,30020e.jpg,Lure,Retrieval,High Similarity,4.925265067,Neutral,5.796419271,Somewhat arousing,3.610177176,0.764348626,,5.740394502,Neutral,B
2060_A_L,329D.jpg,Baseline Lure,Encoding,Low Similarity,4.041503906,Neutral,4.228153935,Somewhat arousing,4.196996228,0.921943367,5.257043651,4.969666281,Neutral,B
2060_B_L,329F.jpg,Lure,Retrieval,Low Similarity,4.041503906,Neutral,4.228153935,Somewhat arousing,4.196996228,0.929428935,,4.969666281,Neutral,B
3004_A_H,106D.jpg,Baseline Lure,Encoding,High Similarity,4.635742188,Positive,6.418574892,Somewhat arousing,4.101074219,0.826504529,6.723554033,6.627339159,Positive,A
3004_B_H,106E.jpg,Lure,Retrieval,High Similarity,4.635742188,Positive,6.418574892,Somewhat arousing,4.101074219,0.739787221,,6.627339159,Positive,A
3005_A_L,107D.jpg,Baseline Lure,Encoding,Low Similarity,4.249565972,Positive,6.64969308,Somewhat arousing,4.454135237,0.92084837,6.623592342,6.623904497,Positive,A
3005_B_L,107E.jpg,Lure,Retrieval,Low Similarity,4.249565972,Positive,6.64969308,Somewhat arousing,4.454135237,0.855608761,,6.623904497,Positive,A
3006_A_H,108D.jpg,Baseline Lure,Encoding,High Similarity,5.155657087,Positive,7.483956473,Somewhat arousing,4.894935345,0.715188861,7.146291474,7.227919901,Positive,A
3006_B_H,108E.jpg,Lure,Retrieval,High Similarity,5.155657087,Positive,7.483956473,Somewhat arousing,4.894935345,0.818519115,,7.227919901,Positive,A
3008_A_L,111D.jpg,Baseline Lure,Encoding,Low Similarity,4.146240234,Positive,7.154364224,Somewhat arousing,4.905374461,0.772066116,7.0929414,7.100149823,Positive,B
3008_B_L,111E.jpg,Lure,Retrieval,Low Similarity,4.146240234,Positive,7.154364224,Somewhat arousing,4.905374461,0.818061411,,7.100149823,Positive,B
3009_A_L,112D.jpg,Baseline Lure,Encoding,Low Similarity,3.832128906,Positive,6.947265625,Somewhat arousing,5.174568966,0.751875401,7.327163101,7.199861524,Positive,B
3009_B_L,112E.jpg,Lure,Retrieval,Low Similarity,3.832128906,Positive,6.947265625,Somewhat arousing,5.174568966,0.71113193,,7.199861524,Positive,B
3010_A_L,113D.jpg,Baseline Lure,Encoding,Low Similarity,4.182347791,Positive,7.116446659,Somewhat arousing,5.555967134,0.613787949,7.573677702,7.415560731,Positive,A
3010_B_L,113E.jpg,Lure,Retrieval,Low Similarity,4.182347791,Positive,7.116446659,Somewhat arousing,5.555967134,0.539696693,,7.415560731,Positive,A
3013_A_H,120D.jpg,Baseline Lure,Encoding,High Similarity,4.955179149,Positive,7.352572737,Somewhat arousing,5.491985453,0.805095255,6.808528349,6.959351629,Positive,A
3013_B_H,120E.jpg,Lure,Retrieval,High Similarity,4.955179149,Positive,7.352572737,Somewhat arousing,5.491985453,0.873477697,,6.959351629,Positive,A
3017_A_L,125A.jpg,Baseline Lure,Encoding,Low Similarity,4.472790948,Positive,6.225080819,Somewhat arousing,4.614762931,0.863538682,6.861556869,6.671608383,Positive,A
3017_B_L,125B.jpg,Lure,Retrieval,Low Similarity,4.472790948,Positive,6.225080819,Somewhat arousing,4.614762931,0.779415548,,6.671608383,Positive,A
3018_A_H,126D.jpg,Baseline Lure,Encoding,High Similarity,5.31659146,Positive,7.136247306,Somewhat arousing,5.869349888,0.891959012,6.679161776,6.809606481,Positive,B
3018_B_H,126E.jpg,Lure,Retrieval,High Similarity,5.31659146,Positive,7.136247306,Somewhat arousing,5.869349888,0.885347545,,6.809606481,Positive,B
3019_A_H,127D.jpg,Baseline Lure,Encoding,High Similarity,5.325683594,Positive,7.43713831,Very arousing,6.156115302,0.919035614,7.476249035,7.466554077,Positive,B
3019_B_H,127E.jpg,Lure,Retrieval,High Similarity,5.325683594,Positive,7.43713831,Very arousing,6.156115302,0.87395674,,7.466554077,Positive,B
3020_A_H,131A.jpg,Baseline Lure,Encoding,High Similarity,5.135498047,Positive,6.751751078,Somewhat arousing,4.467739763,0.688218594,6.352283842,6.467011761,Positive,A
3020_B_H,131B.jpg,Lure,Retrieval,High Similarity,5.135498047,Positive,6.751751078,Somewhat arousing,4.467739763,0.726811469,,6.467011761,Positive,A
3021_A_L,132D.jpg,Baseline Lure,Encoding,Low Similarity,3.908708845,Positive,6.217773438,Somewhat arousing,4.942079741,0.746396303,6.45462963,6.383943039,Positive,A
3021_B_L,132E.jpg,Lure,Retrieval,Low Similarity,3.908708845,Positive,6.217773438,Somewhat arousing,4.942079741,0.725739539,,6.383943039,Positive,A
3023_A_L,135A.jpg,Baseline Lure,Encoding,Low Similarity,4.416259766,Positive,7.273370151,Somewhat arousing,4.786166487,0.956063151,6.99928653,7.068346855,Positive,B
3023_B_L,135B.jpg,Lure,Retrieval,Low Similarity,4.416259766,Positive,7.273370151,Somewhat arousing,4.786166487,0.912338734,,7.068346855,Positive,B
3024_A_H,136A.jpg,Baseline Lure,Encoding,High Similarity,5.176926185,Positive,7.010371767,Somewhat arousing,5.242456897,0.837529063,7.339444444,7.245258451,Positive,B
3024_B_H,136B.jpg,Lure,Retrieval,High Similarity,5.176926185,Positive,7.010371767,Somewhat arousing,5.242456897,0.827107131,,7.245258451,Positive,B
3026_A_L,142A.jpg,Baseline Lure,Encoding,Low Similarity,3.997558594,Positive,6.25,Somewhat arousing,4.56795528,0.833552301,6.344284188,6.30823206,Positive,B
3026_B_L,142B.jpg,Lure,Retrieval,Low Similarity,3.997558594,Positive,6.25,Somewhat arousing,4.56795528,0.83570236,,6.30823206,Positive,B
3027_A_L,144A.jpg,Baseline Lure,Encoding,Low Similarity,4.393554688,Positive,6.420355903,Somewhat arousing,4.362540409,0.620443463,6.165500992,6.233987475,Positive,A
3027_B_L,144B.jpg,Lure,Retrieval,Low Similarity,4.393554688,Positive,6.420355903,Somewhat arousing,4.362540409,0.593620777,,6.233987475,Positive,A
3028_A_H,162A.jpg,Baseline Lure,Encoding,High Similarity,5.077417834,Positive,6.948814655,Very arousing,6.027276401,0.924390495,6.808018956,6.824836723,Positive,A
3028_B_H,162B.jpg,Lure,Retrieval,High Similarity,5.077417834,Positive,6.948814655,Very arousing,6.027276401,0.927807987,,6.824836723,Positive,A
3031_A_H,222E.jpg,Baseline Lure,Encoding,High Similarity,5.017308728,Positive,6.078197338,Somewhat arousing,4.181034483,0.761815667,6.126980634,6.070177802,Positive,B
3031_B_H,222D.jpg,Lure,Retrieval,High Similarity,5.017308728,Positive,6.078197338,Somewhat arousing,4.181034483,0.769293487,,6.070177802,Positive,B
3038_A_L,30011d.jpg,Baseline Lure,Encoding,Low Similarity,4.539460776,Positive,6.294318836,Somewhat arousing,4.007899693,0.861536086,6.581104542,6.496434477,Positive,B
3038_B_L,30011e.jpg,Lure,Retrieval,Low Similarity,4.539460776,Positive,6.294318836,Somewhat arousing,4.007899693,0.74361819,,6.496434477,Positive,B
3040_A_H,30014d.jpg,Baseline Lure,Encoding,High Similarity,5.130405971,Positive,6.831923243,Somewhat arousing,4.480189732,0.709515691,7.125784817,7.038191463,Positive,B
3040_B_H,30014e.jpg,Lure,Retrieval,High Similarity,5.130405971,Positive,6.831923243,Somewhat arousing,4.480189732,0.742424488,,7.038191463,Positive,B
3041_A_H,30015d.jpg,Baseline Lure,Encoding,High Similarity,4.645449309,Positive,7.186096191,Somewhat arousing,4.956133161,0.892700434,7.25804711,7.236326078,Positive,B
3041_B_H,30015e.jpg,Lure,Retrieval,High Similarity,4.645449309,Positive,7.186096191,Somewhat arousing,4.956133161,0.871027231,,7.236326078,Positive,B
3044_A_H,30021d.jpg,Baseline Lure,Encoding,High Similarity,5.023007723,Positive,7.194574453,Somewhat arousing,4.776454381,0.789256811,7.439477238,7.365768632,Positive,B
3044_B_H,30021e.jpg,Lure,Retrieval,High Similarity,5.023007723,Positive,7.194574453,Somewhat arousing,4.776454381,0.782087266,,7.365768632,Positive,B
3053_A_L,30033d.jpg,Baseline Lure,Encoding,Low Similarity,4.394497575,Positive,6.554513114,Somewhat arousing,4.200683594,0.838141441,7.04260706,6.892424307,Positive,B
3053_B_L,30033e.jpg,Lure,Retrieval,Low Similarity,4.394497575,Positive,6.554513114,Somewhat arousing,4.200683594,0.855108023,,6.892424307,Positive,B
3059_A_H,30046d.jpg,Baseline Lure,Encoding,High Similarity,5.05179051,Positive,6.611502511,Somewhat arousing,4.714869908,0.909264207,6.492056697,6.528459231,Positive,B
3059_B_H,30046e.jpg,Lure,Retrieval,High Similarity,5.05179051,Positive,6.611502511,Somewhat arousing,4.714869908,0.924366474,,6.528459231,Positive,B
40010a.jpg,40010a.jpg,Target,Encoding + Retrieval,Target,NA,Negative,2.704467773,Somewhat arousing,5.408778599,0.965,,,,B
3098_D_X,60023a.jpg,Foil,Retrieval,Foil,NA,Positive,7.029053859,Somewhat arousing,4.962890625,0.669215322,,7.029053859,Positive,A
1099_D_X,40026a.jpg,Foil,Retrieval,Foil,NA,Negative,3.710780552,Somewhat arousing,4.09589495,0.848877966,,3.710780552,Negative,A
2093_D_X,20005a.jpg,Foil,Retrieval,Foil,NA,Neutral,5.447352818,Not arousing,2.79283796,0.84712708,,5.447352818,Neutral,A
2091_D_X,50030a.jpg,Foil,Retrieval,Foil,NA,Neutral,5.252334449,Somewhat arousing,3.065769741,0.839953184,,5.252334449,Neutral,A
2098_D_X,50025a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.956168039,Not arousing,2.444232431,0.809531093,,4.956168039,Neutral,A
2092_D_X,50015a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.820708525,Not arousing,2.163801483,0.528045654,,4.820708525,Neutral,A
1096_D_X,40020a.jpg,Foil,Retrieval,Foil,NA,Negative,2.944304435,Very arousing,6.130684989,0.725916982,,2.944304435,Negative,A
3095_D_X,60005a.jpg,Foil,Retrieval,Foil,NA,Positive,6.651971726,Somewhat arousing,3.959952218,0.874812722,,6.651971726,Positive,A
3092_D_X,60028a.jpg,Foil,Retrieval,Foil,NA,Positive,6.823582241,Somewhat arousing,4.435834612,0.940656602,,6.823582241,Positive,A
1091_D_X,10005a.jpg,Foil,Retrieval,Foil,NA,Negative,3.152901786,Somewhat arousing,5.952296666,0.647415578,,3.152901786,Negative,A
2099_D_X,50038a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.170671736,Somewhat arousing,3.807846702,0.873118401,,4.170671736,Neutral,A
1093_D_X,40007a.jpg,Foil,Retrieval,Foil,NA,Negative,3.456383209,Somewhat arousing,4.902151925,0.832850397,,3.456383209,Negative,A
1100_D_X,40028a.jpg,Foil,Retrieval,Foil,NA,Negative,3.762627808,Somewhat arousing,3.768746512,0.79528892,,3.762627808,Negative,A
2100_D_X,50033a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.982673891,Not arousing,2.383292062,0.802037954,,4.982673891,Neutral,A
1094_D_X,40009d.jpg,Foil,Retrieval,Foil,NA,Negative,1.939426123,Very arousing,6.637939453,0.959214032,,1.939426123,Negative,A
3109_D_X,422.jpg,Foil,Retrieval,Foil,NA,Positive,6.842739763,Somewhat arousing,5.946457435,0.862857044,,6.822454637,Positive,A
2103_D_X,20004a.jpg,Foil,Retrieval,Foil,NA,Neutral,5.336146763,Somewhat arousing,3.506879534,0.891594827,,5.336146763,Neutral,A
2102_D_X,50036a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.769757952,Not arousing,2.139892578,0.930923581,,4.769757952,Neutral,A
3105_D_X,60021a.jpg,Foil,Retrieval,Foil,NA,Positive,6.789611535,Somewhat arousing,4.652010729,0.738172114,,6.789611535,Positive,A
2105_D_X,10042a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.752564818,Somewhat arousing,4.951576901,0.750786364,,4.752564818,Neutral,A
2096_D_X,40003a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.622270857,Somewhat arousing,3.449244908,0.790835202,,4.622270857,Neutral,A
3094_D_X,60014a.jpg,Foil,Retrieval,Foil,NA,Positive,6.919903274,Somewhat arousing,5.186959403,0.876268923,,6.919903274,Positive,A
1090_D_X,10003a.jpg,Foil,Retrieval,Foil,NA,Negative,2.785818917,Somewhat arousing,4.43182373,0.84233427,,2.785818917,Negative,B
1092_D_X,10011a.jpg,Foil,Retrieval,Foil,NA,Negative,2.690578497,Somewhat arousing,4.801078269,0.752750039,,2.690578497,Negative,B
1095_D_X,40018a.jpg,Foil,Retrieval,Foil,NA,Negative,3.332382272,Somewhat arousing,5.676365444,0.783070028,,3.332382272,Negative,B
1097_D_X,40021a.jpg,Foil,Retrieval,Foil,NA,Negative,3.132128456,Somewhat arousing,4.489467076,0.82389468,,3.132128456,Negative,B
1098_D_X,40025a.jpg,Foil,Retrieval,Foil,NA,Negative,3.351060268,Somewhat arousing,4.193584389,0.843593538,,3.351060268,Negative,B
1101_D_X,40030a.jpg,Foil,Retrieval,Foil,NA,Negative,3.114946057,Somewhat arousing,4.769315236,0.890670598,,3.114946057,Negative,B
1102_D_X,40032a.jpg,Foil,Retrieval,Foil,NA,Negative,2.621822797,Somewhat arousing,5.60094146,0.801000834,,2.621822797,Negative,B
1103_D_X,40038d.jpg,Foil,Retrieval,Foil,NA,Negative,2.48815918,Somewhat arousing,5.950552804,0.858566463,,2.48815918,Negative,A
1104_D_X,40040d.jpg,Foil,Retrieval,Foil,NA,Negative,2.760188652,Somewhat arousing,5.504220145,0.800247788,,2.760188652,Negative,A
1105_D_X,40041a.jpg,Foil,Retrieval,Foil,NA,Negative,2.798242188,Somewhat arousing,4.83177839,0.858138919,,2.798242188,Negative,B
1106_D_X,40045d.jpg,Foil,Retrieval,Foil,NA,Negative,2.012425014,Very arousing,6.42452567,0.958367288,,2.012425014,Negative,A
1108_D_X,617.jpg,Foil,Retrieval,Foil,NA,Negative,2.422817888,Somewhat arousing,5.721174569,0.850491107,,2.465755208,Negative,A
1111_D_X,622.jpg,Foil,Retrieval,Foil,NA,Negative,2.551081731,Somewhat arousing,5.834186422,0.78279233,,2.592230903,Negative,A
1113_D_X,624.jpg,Foil,Retrieval,Foil,NA,Negative,2.892508371,Somewhat arousing,5.469962284,0.766712546,,2.91096444,Negative,A
1116_D_X,628.jpg,Foil,Retrieval,Foil,NA,Negative,2.697939116,Somewhat arousing,5.982354526,0.908731997,,2.721396169,Negative,A
1117_D_X,629.jpg,Foil,Retrieval,Foil,NA,Negative,3.396484375,Somewhat arousing,5.00718471,0.777467489,,3.421134159,Negative,A
1118_D_X,643.jpg,Foil,Retrieval,Foil,NA,Negative,1.856074892,Very arousing,6.640894397,0.835992038,,1.836504536,Negative,B
1119_D_X,645.jpg,Foil,Retrieval,Foil,NA,Negative,2.978166853,Somewhat arousing,5.028623384,0.834013343,,3.011853448,Negative,A
2094_D_X,20008a.jpg,Foil,Retrieval,Foil,NA,Neutral,5.285030242,Not arousing,2.367579869,0.705131352,,5.285030242,Neutral,B
2095_D_X,10004a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.215266777,Somewhat arousing,4.56854248,0.915400743,,4.215266777,Neutral,B
2101_D_X,50006a.jpg,Foil,Retrieval,Foil,NA,Neutral,5.582554408,Not arousing,2.694205429,0.928555131,,5.582554408,Neutral,B
2104_D_X,50014a.jpg,Foil,Retrieval,Foil,NA,Neutral,4.74152363,Not arousing,2.421735491,0.760717034,,4.74152363,Neutral,B
2108_D_X,515.jpg,Foil,Retrieval,Foil,NA,Neutral,5.667766703,Not arousing,2.853650323,0.900460482,,5.64547631,Neutral,A
2110_D_X,517.jpg,Foil,Retrieval,Foil,NA,Neutral,4.672154018,Not arousing,2.53205819,0.876102328,,4.700195313,Neutral,A
2111_D_X,518.jpg,Foil,Retrieval,Foil,NA,Neutral,5.684640067,Somewhat arousing,3.519463901,0.727671385,,5.568033854,Neutral,A
2113_D_X,521.jpg,Foil,Retrieval,Foil,NA,Neutral,5.262625558,Not arousing,2.979980469,0.858218193,,5.318684896,Neutral,A
2114_D_X,540.jpg,Foil,Retrieval,Foil,NA,Neutral,4.053780692,Somewhat arousing,4.22811153,0.72617799,,4.08674569,Neutral,B
